ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45797221,28382,810.0,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,54317,4.0,Automatic,Front,04-May,Left wheel,White,4
45801686,18826,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,112645,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45168471,20698,586.0,TOYOTA,Prius,2012,Sedan,Yes,Plug-in Hybrid,1.8,187000,4.0,Automatic,Front,04-May,Left wheel,White,12
45814106,7840,781.0,FORD,Transit,2001,Microbus,No,Diesel,2.0,230000,4.0,Manual,Front,02-Mar,Left wheel,White,0
45813492,4704,781.0,OPEL,Vectra,1995,Sedan,No,Petrol,1.8,0,4.0,Automatic,Front,04-May,Left wheel,Green,4
45782859,20385,781.0,MERCEDES-BENZ,E 220,2006,Sedan,Yes,Diesel,2.2,210000,4.0,Tiptronic,Rear,04-May,Left wheel,Black,8
45804684,30,781.0,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,169000,4.0,Automatic,Front,04-May,Left wheel,White,8
45801525,14454,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,158787,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45760983,19444,915.0,PORSCHE,Cayenne,2014,Jeep,Yes,Diesel,3.0,175056,6.0,Automatic,4x4,04-May,Left wheel,White,12
45542380,24462,781.0,JEEP,Grand Cherokee,2007,Jeep,Yes,Diesel,3.0,250000,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10
45732374,23235,707.0,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.0,162000,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45369569,51746,1077.0,TOYOTA,CHR Limited,2019,Jeep,No,Petrol,2.0,10200,4.0,Tiptronic,Front,04-May,Left wheel,Red,12
45801668,19121,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,103490,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45815051,24462,751.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.4,203200,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45797488,45734,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,61057,4.0,Automatic,Front,04-May,Left wheel,Black,4
45667253,20165,650.0,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Petrol,1.4,11200,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
45726453,15681,503.0,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,128000,4.0,Variator,Front,04-May,Left wheel,Sky blue,8
45732544,55390,1017.0,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2.0,100734,4.0,Automatic,Front,04-May,Left wheel,Black,4
45811563,12544,781.0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,141500,4.0,Automatic,Front,04-May,Right-hand drive,Black,8
45699930,17249,781.0,FORD,Escape Hybrid,2008,Jeep,No,Hybrid,2.3,147000,4.0,Variator,4x4,04-May,Left wheel,White,8
45809839,34889,891.0,HONDA,Civic,2016,Sedan,Yes,Petrol,2.0,87768,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45767508,862,1104.0,AUDI,Q7,2015,Jeep,Yes,Petrol,3.0,264014,6.0,Automatic,4x4,04-May,Left wheel,Black,0
45802148,14583,781.0,RENAULT,Megane 1.5CDI,2008,Sedan,No,Diesel,1.5,132542,4.0,Manual,Front,04-May,Left wheel,White,10
45769316,392,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,1600,4.0,Automatic,Rear,04-May,Left wheel,Black,12
44153312,38500,639.0,AUDI,Q5,2014,Jeep,Yes,Petrol,2.0,87000,1.0,Tiptronic,4x4,04-May,Left wheel,White,12
45782169,8781,781.0,MERCEDES-BENZ,C 180,2001,Coupe,No,Petrol,2.0,260000,4.0,Manual,Rear,02-Mar,Left wheel,Blue,0
44316016,87112,781.0,MERCEDES-BENZ,GLA 250,2019,Jeep,Yes,Petrol,2.0,5323,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,0
45641216,1411,629.0,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,87112,4.0,Automatic,4x4,04-May,Left wheel,Black,0
45813399,392,919.0,BMW,535,2012,Sedan,Yes,Petrol,3.0,204318,6.0,Automatic,Rear,04-May,Left wheel,Black,12
44679525,23521,781.0,CHEVROLET,Cruze LT,2018,Sedan,No,Petrol,1.4,22000,4.0,Automatic,Front,04-May,Left wheel,Red,6
45418626,16935,530.0,FORD,Fusion,2013,Sedan,No,Petrol,1.6,83000,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
45323316,10349,781.0,TOYOTA,VOXY,2007,Minivan,Yes,Petrol,2.4,170000,4.0,Automatic,Front,04-May,Right-hand drive,Black,6
45638910,7213,530.0,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,312118,4.0,Automatic,Front,04-May,Left wheel,Black,0
45778144,5331,781.0,MERCEDES-BENZ,A 160,2004,Sedan,No,Petrol,1.6,130000,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
45803923,20526,640.0,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2.0,200279,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45802190,34657,777.0,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,154672,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45802203,36564,1091.0,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,110969,4.0,Automatic,Front,04-May,Left wheel,Black,4
45648175,314,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510,4.0,Automatic,Front,04-May,Left wheel,White,12
45786421,5488,781.0,TOYOTA,Vitz,2001,Hatchback,No,Petrol,1.5,210000,4.0,Manual,Front,04-May,Right-hand drive,Sky blue,3
45802120,30063,934.0,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,148105,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45809414,15800,769.0,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,255456,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45732043,53154,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,84506,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45816646,14740,645.0,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,288000,4.0,Automatic,Front,04-May,Left wheel,White,8
45624039,42337,781.0,FORD,Mustang,2016,Cabriolet,Yes,Petrol,2.3,75000,4.0,Tiptronic,Rear,02-Mar,Left wheel,Silver,6
45814804,3763,1053.0,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Petrol,3.5,94362,6.0,Automatic,Rear,04-May,Left wheel,White,12
45787521,18189,781.0,TOYOTA,Prius,2012,Sedan,No,Petrol,1.8,175000,4.0,Automatic,Front,04-May,Left wheel,Silver,8
45758167,220,1185.0,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,193614,4.0,Automatic,Front,04-May,Left wheel,White,0
45757322,7527,830.0,TOYOTA,Yaris,2019,Sedan,Yes,Petrol,1.5,27656,4.0,Automatic,Front,04-May,Left wheel,White,12
45800993,21953,1187.0,HONDA,Civic,2014,Sedan,No,Hybrid,1.4,16000,8.0,Automatic,4x4,04-May,Right-hand drive,White,10
45765301,8154,781.0,HONDA,Cr-v,1998,Jeep,No,Petrol,2.0,0,4.0,Automatic,4x4,04-May,Right-hand drive,White,2
45771208,21953,781.0,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,195053,4.0,Automatic,Front,04-May,Left wheel,Black,0
45801684,19121,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,121362,4.0,Automatic,Front,04-May,Left wheel,Black,4
45732386,36065,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,69191,4.0,Automatic,Front,04-May,Left wheel,White,4
43892866,8781,1111.0,HONDA,FIT,2012,Hatchback,Yes,Hybrid,1.3,83000,4.0,Tiptronic,Front,04-May,Right-hand drive,Green,12
45810403,6247,760.0,CHEVROLET,Cruze,2010,Sedan,Yes,Petrol,1.8,40772,4.0,Automatic,Front,04-May,Left wheel,Black,4
45810513,16289,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2.0,172000,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45733554,2822,781.0,BMW,520 Vanos,1995,Sedan,Yes,Petrol,2.0,350000,6.0,Manual,Rear,04-May,Left wheel,Blue,2
45769914,549,781.0,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,148213,4.0,Automatic,4x4,04-May,Left wheel,Blue,0
45744824,6981,1095.0,DAEWOO,Lacetti,2008,Sedan,Yes,Petrol,2.0,103246,4.0,Automatic,Front,04-May,Left wheel,Black,4
45792882,27284,891.0,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2.0,105394,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
45330228,32929,781.0,BMW,428 Sport Line,2013,Coupe,Yes,Petrol,2.0,160000,4.0,Automatic,Rear,02-Mar,Left wheel,Black,12
45776745,18817,781.0,NISSAN,Patrol,1990,Jeep,No,Diesel,2.8,333333,4.0,Manual,Rear,04-May,Left wheel,Black,0
45749534,4234,781.0,HONDA,Civic,1997,Hatchback,Yes,Petrol,1.4,0,4.0,Manual,Front,02-Mar,Left wheel,Blue,6
45789555,15053,781.0,MERCEDES-BENZ,E 320,2004,Sedan,Yes,Petrol,3.2,214000,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,8
45797276,15458,966.0,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2.0,123346,4.0,Automatic,Front,04-May,Left wheel,Black,4
45809760,2901,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,80827,4.0,Automatic,Front,04-May,Left wheel,Green,12
45776758,26657,781.0,MERCEDES-BENZ,Sprinter,2004,Microbus,No,Diesel,2.2,300000,4.0,Manual,Rear,04-May,Left wheel,White,1
45550733,10663,988.0,TOYOTA,Prius,2007,Hatchback,No,Petrol,1.5,318400,4.0,Automatic,Front,04-May,Left wheel,Silver,6
44094036,12858,765.0,FORD,Focus SE,2015,Sedan,No,Petrol,2.0,91200,4.0,Automatic,Front,04-May,Left wheel,Sky blue,10
45642797,1019,917.0,BMW,X5,2013,Jeep,Yes,Diesel,3.0,137802,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45760895,549,917.0,BMW,535,2013,Sedan,Yes,Hybrid,3.0,151586,6.0,Automatic,Rear,04-May,Left wheel,White,12
45742789,12858,781.0,KIA,Picanto,2016,Hatchback,No,Petrol,1.2,107000,4.0,Manual,Front,04-May,Left wheel,Silver,2
45783859,15000,781.0,BMW,328,2008,Sedan,Yes,CNG,3.0,210408,6.0,Tiptronic,Rear,04-May,Left wheel,White,12
45808992,85553,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,100567,4.0,Automatic,Front,04-May,Left wheel,Black,4
45731735,44752,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,86000,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45797948,17158,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,122740,4.0,Automatic,Front,04-May,Left wheel,White,4
45782067,12231,781.0,MITSUBISHI,Airtrek,2005,Jeep,No,LPG,2.4,144000,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,16
45753393,1254,781.0,MITSUBISHI,Lancer,1997,Sedan,No,Petrol,1.3,100000,4.0,Manual,Rear,04-May,Left wheel,Red,0
45624923,94,781.0,HONDA,FIT,2003,Hatchback,No,Petrol,1.5,178000,4.0,Variator,Front,04-May,Right-hand drive,Silver,4
45726679,25591,640.0,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2.0,85704,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45803059,14897,836.0,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.0,58962,4.0,Automatic,Front,04-May,Left wheel,White,4
45770405,23521,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,90000,4.0,Tiptronic,Front,04-May,Left wheel,White,12
45787329,3450,781.0,RENAULT,Clio,1995,Hatchback,No,Petrol,1.2,50000,3.0,Manual,Front,02-Mar,Left wheel,Green,0
45763505,706,777.0,MAZDA,616,2014,Sedan,Yes,Petrol,2.5,0,4.0,Automatic,Front,04-May,Left wheel,Red,12
45636958,16935,765.0,FORD,Fusion,2015,Sedan,Yes,Petrol,2.0,71454,4.0,Automatic,Front,04-May,Left wheel,Black,0
45757670,19444,781.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,0,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
45733244,11604,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,346470,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45802837,51965,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,59515,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45801896,9408,781.0,MERCEDES-BENZ,C 220,1999,Sedan,No,Diesel,2.2,111111,4.0,Manual,Rear,04-May,Left wheel,Silver,4
45762683,17876,781.0,NISSAN,Serena,2012,Minivan,No,Petrol,2.0,143000,4.0,Tiptronic,Front,04-May,Right-hand drive,White,12
45732074,20071,781.0,TOYOTA,RAV 4,2008,Jeep,No,Petrol,2.4,135000,4.0,Automatic,4x4,04-May,Left wheel,Silver,8
45731782,22894,862.0,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,124444,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
45662111,2901,503.0,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403,4.0,Automatic,Front,04-May,Left wheel,White,0
45766794,15681,781.0,MITSUBISHI,Pajero,1997,Jeep,No,Petrol,2.4,142000,4.0,Automatic,4x4,02-Mar,Left wheel,Blue,6
44698379,18660,781.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
45770233,22580,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,50930,4.0,Automatic,Rear,04-May,Left wheel,Black,12
45803455,11604,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,264872,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45810339,5488,751.0,GMC,TERRAIN,2013,Jeep,Yes,Petrol,2.4,138958,4.0,Automatic,Front,04-May,Left wheel,Black,12
45642844,18817,609.0,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058,4.0,Automatic,Front,04-May,Left wheel,White,12
44921934,21169,697.0,HONDA,Hr-v EX,2015,Jeep,No,Petrol,1.8,33330,4.0,Automatic,4x4,04-May,Left wheel,Grey,8
45462592,9095,781.0,FIAT,500,2011,Coupe,No,Petrol,1.2,141000,4.0,Automatic,Front,02-Mar,Right-hand drive,Red,4
45634898,1568,639.0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Diesel,2.0,82392,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45777114,3136,781.0,SUBARU,Legacy,2005,Goods wagon,No,Petrol,2.0,180000,6.0,Tiptronic,4x4,04-May,Right-hand drive,Blue,6
45451626,17876,585.0,HYUNDAI,Elantra sport limited,2013,Sedan,Yes,Petrol,1.8,117920,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
45732976,11290,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,279787,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45796845,21395,781.0,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,166144,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45733140,15681,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,258706,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45762282,627,475.0,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419,4.0,Automatic,Front,04-May,Left wheel,Red,0
45810003,40070,690.0,TOYOTA,Aqua,2016,Hatchback,Yes,Petrol,1.5,25807,4.0,Automatic,Front,04-May,Left wheel,Black,4
44875253,11917,781.0,MERCEDES-BENZ,A 170,2008,Hatchback,No,Petrol,1.7,180000,4.0,Automatic,Front,04-May,Left wheel,Golden,8
45807577,72130,1079.0,LEXUS,NX 300,2018,Jeep,Yes,Petrol,2.0,18918,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
45729867,35927,640.0,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2.0,137267,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45802035,15624,707.0,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2.0,107005,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45811318,4547,781.0,OPEL,Vectra,1997,Sedan,No,Petrol,1.6,15000,4.0,Manual,Front,04-May,Left wheel,Beige,2
45801611,20005,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,104997,4.0,Automatic,Front,04-May,Left wheel,White,4
45792460,36110,924.0,VOLKSWAGEN,Passat,2017,Sedan,Yes,Petrol,1.8,27728,6.0,Tiptronic,Front,04-May,Left wheel,Silver,8
45765057,470,1077.0,MAZDA,1000,2019,Jeep,Yes,Petrol,2.0,11566,4.0,Automatic,4x4,04-May,Left wheel,Black,12
45802937,43880,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,113700,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45675386,29479,584.0,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8,69000,4.0,Tiptronic,Rear,04-May,Left wheel,Grey,8
45795520,17249,781.0,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.5,152000,4.0,Variator,Front,04-May,Left wheel,White,12
45778720,9408,781.0,TOYOTA,Vitz funkargo,2003,Universal,No,Petrol,1.5,181926,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,2
45802938,44213,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,50255,4.0,Automatic,Front,04-May,Left wheel,Red,4
45808583,627,915.0,AUDI,A6,2014,Sedan,Yes,Petrol,3.0,164488,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45395938,21950,831.0,FORD,Transit,2011,Goods wagon,No,Diesel,2.4,125000,4.0,Manual,4x4,04-May,Left wheel,White,2
45810208,706,475.0,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,164574,4.0,Automatic,Front,04-May,Left wheel,Red,12
45766275,3136,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,156992,4.0,Automatic,Front,04-May,Left wheel,Black,12
45793851,3450,781.0,OPEL,Vectra,1995,Sedan,No,CNG,2.0,0,4.0,Manual,Front,04-May,Left wheel,White,2
45805913,9408,781.0,MITSUBISHI,Pajero,1998,Jeep,No,Petrol,3.5,11000,6.0,Tiptronic,4x4,04-May,Right-hand drive,Silver,4
43390500,20385,781.0,MITSUBISHI,Delica,2005,Minivan,Yes,Petrol,3.0,184000,6.0,Automatic,4x4,04-May,Right-hand drive,White,12
45769518,314,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45792823,2300,781.0,VOLKSWAGEN,Golf,1996,Sedan,No,CNG,2.0,0,4.0,Manual,Front,04-May,Left wheel,Green,0
45776494,7840,781.0,MERCEDES-BENZ,Vaneo,2004,Universal,No,LPG,1.9,170000,4.0,Tiptronic,Front,04-May,Left wheel,Silver,4
45787317,56450,781.0,TOYOTA,Camry Se,2018,Sedan,Yes,Petrol,2.5,25000,4.0,Tiptronic,Front,04-May,Left wheel,Blue,12
45813281,1490,639.0,VOLKSWAGEN,Jetta,2014,Universal,Yes,Diesel,2.0,113214,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45771040,314,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45788160,13172,781.0,HONDA,Cr-v,2002,Jeep,No,Petrol,2.4,260000,4.0,Automatic,4x4,04-May,Left wheel,Silver,6
45776729,19757,781.0,NISSAN,Patrol Y60,1990,Jeep,No,Diesel,2.8,222222,4.0,Manual,Rear,04-May,Left wheel,Black,0
45646578,4704,917.0,AUDI,A7,2013,Hatchback,Yes,Petrol,3.0,301707,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
45815974,706,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,175827,4.0,Automatic,Front,04-May,Left wheel,Black,12
45773662,5802,1055.0,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
45767823,25716,777.0,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,115200,4.0,Automatic,Front,04-May,Left wheel,Silver,8
45810599,14426,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,LPG,2.0,132036,4.0,Automatic,Front,04-May,Left wheel,White,4
45709646,10820,781.0,TOYOTA,RAV 4,2001,Jeep,No,Petrol,2.0,91000,4.0,Automatic,4x4,02-Mar,Right-hand drive,Silver,4
45808960,45436,1172.0,FORD,Explorer,2011,Jeep,Yes,Petrol,3.5,129177,4.0,Automatic,Front,04-May,Left wheel,White,4
45816333,11917,893.0,HYUNDAI,I30,2008,Hatchback,No,Diesel,1.6,201000,4.0,Manual,Front,04-May,Left wheel,Black,8
45802892,41281,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,185811,4.0,Automatic,Front,04-May,Left wheel,Black,4
45805683,4391,781.0,NISSAN,Altima,1998,Sedan,No,Petrol,2.4,358400,4.0,Manual,Front,04-May,Left wheel,Brown,2
45791663,3700,781.0,ALFA ROMEO,147,2001,Coupe,Yes,Petrol,1.8,240000,4.0,Manual,Front,02-Mar,Left wheel,Black,4
45816588,15681,781.0,SUZUKI,Grand Vitara,2008,Jeep,No,Petrol,1.6,98000,4.0,Automatic,4x4,02-Mar,Left wheel,Black,12
45813342,6586,645.0,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,122302,4.0,Automatic,Front,04-May,Left wheel,Black,0
45798451,12544,781.0,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,140000,4.0,Automatic,Front,04-May,Left wheel,Beige,6
45803832,30063,639.0,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2.0,120000,4.0,Automatic,Front,04-May,Left wheel,White,4
45801000,21639,781.0,HYUNDAI,Veloster,2015,Hatchback,No,Petrol,1.6,17200,4.0,Tiptronic,Front,02-Mar,Left wheel,Red,10
44782223,36692,781.0,TOYOTA,RAV 4 XLE Sport,2013,Jeep,No,Petrol,2.5,120000,4.0,Tiptronic,Front,04-May,Left wheel,White,0
45721264,30,781.0,HONDA,FIT,2002,Hatchback,No,Petrol,1.5,0,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45761984,3136,781.0,TOYOTA,Sienta,2004,Sedan,No,Petrol,1.5,300000,4.0,Variator,Front,04-May,Right-hand drive,Beige,4
45783494,10663,781.0,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.8,230000,4.0,Variator,Front,04-May,Left wheel,Grey,6
45095136,9408,1111.0,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,64000,4.0,Variator,Front,04-May,Right-hand drive,Black,4
45612423,3,781.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,80000,4.0,Tiptronic,Front,04-May,Left wheel,Grey,6
45781861,15367,640.0,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2.0,179200,4.0,Tiptronic,Front,04-May,Left wheel,White,16
45731459,26594,777.0,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,179918,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45536422,36065,779.0,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,92200,4.0,Tiptronic,Front,04-May,Left wheel,Beige,12
45742092,26343,730.0,KIA,Cerato K3,2016,Sedan,Yes,Diesel,1.6,29000,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
45769229,549,862.0,MAZDA,CX-7,2011,Sedan,Yes,Petrol,2.5,216550,4.0,Automatic,Front,04-May,Left wheel,Black,12
45506452,14000,585.0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,50000,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
45809707,17923,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,127842,4.0,Automatic,Front,04-May,Left wheel,White,4
45804644,54518,831.0,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,40193,4.0,Automatic,Front,04-May,Left wheel,Black,4
45761379,10349,781.0,OPEL,Astra G,2003,Hatchback,No,Petrol,1.6,180000,4.0,Manual,Front,04-May,Left wheel,Silver,6
45799440,8154,781.0,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.3,115000,4.0,Automatic,Front,04-May,Right-hand drive,Silver,7
45813708,7527,640.0,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2.0,132310,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45804525,22063,836.0,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2.0,142264,4.0,Automatic,Front,04-May,Left wheel,White,4
