ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45591643,14113,781.0,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,0,4.0,Variator,Front,04-May,Left wheel,Silver,12
45792492,8311,781.0,NISSAN,Tiida,2005,Hatchback,No,Petrol,1.5,111111,4.0,Automatic,Front,04-May,Right-hand drive,Red,0
45710421,6586,781.0,MITSUBISHI,Outlander,2003,Jeep,No,CNG,2.4,156564,4.0,Automatic,4x4,04-May,Left wheel,Blue,4
45789727,26030,781.0,SUBARU,Legacy,2016,Sedan,Yes,Petrol,2.5,135933,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
45815656,12544,585.0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,176000,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
45522608,7997,781.0,VOLKSWAGEN,Jetta,2003,Sedan,Yes,Petrol,2.0,137000,4.0,Manual,Front,04-May,Left wheel,Black,8
45803624,15677,862.0,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,65455,4.0,Automatic,Front,04-May,Left wheel,Black,4
45792371,16621,638.0,KIA,Optima,2014,Sedan,Yes,Petrol,2.0,38305,4.0,Automatic,Front,04-May,Left wheel,White,4
45730296,29122,924.0,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,129793,4.0,Automatic,Front,04-May,Left wheel,Black,4
45719230,15053,738.0,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4,8960,4.0,Tiptronic,Front,04-May,Left wheel,White,10
45760563,220,1185.0,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,193614,4.0,Automatic,Front,04-May,Left wheel,White,0
45803278,10036,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,335782,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45687311,16308,645.0,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,158836,4.0,Automatic,Front,04-May,Left wheel,Beige,12
45814446,13799,878.0,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,181129,4.0,Automatic,Front,04-May,Left wheel,Black,12
45802829,28927,707.0,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.0,121581,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45787717,16308,781.0,VOLKSWAGEN,CC,2008,Sedan,Yes,Petrol,2.0,13522,4.0,Manual,Front,04-May,Left wheel,Silver,10
45804292,23521,584.0,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8,64270,4.0,Automatic,Rear,04-May,Left wheel,Grey,0
45805574,7527,781.0,MITSUBISHI,Airtrek,2001,Jeep,Yes,CNG,2.0,111111,4.0,Tiptronic,Front,04-May,Left wheel,Silver,4
45797860,18798,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,158000,4.0,Automatic,Front,04-May,Left wheel,White,4
45040255,14021,781.0,FORD,Focus,2011,Hatchback,Yes,Petrol,2.0,130000,4.0,Automatic,Front,04-May,Left wheel,Red,8
45801579,17562,781.0,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8,74000,4.0,Tiptronic,Front,04-May,Left wheel,Red,6
45815470,1960,779.0,LEXUS,ES 350,2013,Sedan,Yes,Hybrid,2.5,87952,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45730616,2587,474.0,CHEVROLET,Volt,2013,Hatchback,Yes,Hybrid,1.4,0,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45810913,941,781.0,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,39466,4.0,Automatic,Front,04-May,Left wheel,Black,12
45715978,40,781.0,TOYOTA,Ist,2004,Hatchback,Yes,LPG,1.3,123000,4.0,Automatic,Front,04-May,Right-hand drive,Silver,7
45785785,20385,781.0,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,272000,4.0,Automatic,Front,04-May,Left wheel,White,6
45810265,27190,639.0,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,2.0,57870,4.0,Automatic,Front,04-May,Left wheel,White,4
45782216,21326,640.0,FORD,C-MAX,2013,Hatchback,No,Hybrid,2.0,142000,4.0,Automatic,Front,04-May,Left wheel,White,6
45768843,2587,530.0,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6,209602,4.0,Automatic,Front,04-May,Left wheel,Red,12
45757543,14897,585.0,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,0,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45805852,11917,781.0,HONDA,Step Wagon,2005,Minivan,No,Petrol,2.4,136800,4.0,Automatic,4x4,04-May,Right-hand drive,Black,2
45815435,862,891.0,LEXUS,IS 200,2016,Sedan,Yes,Petrol,2.0,62938,4.0,Automatic,Rear,04-May,Left wheel,Black,12
45715296,24148,781.0,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,80000,4.0,Automatic,Front,04-May,Left wheel,Grey,10
45542725,10506,730.0,NISSAN,Versa,2016,Sedan,No,Petrol,1.6,71069,4.0,Automatic,Front,04-May,Left wheel,Black,6
45647000,1098,639.0,AUDI,A6,2014,Sedan,Yes,Petrol,2.0,101179,4.0,Automatic,4x4,04-May,Left wheel,Black,12
45680666,39201,781.0,TOYOTA,RAV 4,2015,Jeep,No,Petrol,2.5,88000,4.0,Tiptronic,4x4,>5,Left wheel,Purple,12
41340887,13799,781.0,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,112000,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45787212,16308,781.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,185000,4.0,Variator,Front,04-May,Left wheel,Silver,6
45771632,14426,781.0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,361600,4.0,Variator,Front,04-May,Left wheel,White,4
45719666,17876,781.0,FIAT,500,2013,Coupe,Yes,Petrol,1.4,50000,4.0,Manual,Front,02-Mar,Left wheel,White,8
44817082,14950,781.0,SUBARU,Impreza,2011,Hatchback,No,Petrol,2.0,128000,4.0,Variator,4x4,04-May,Left wheel,Silver,8
45803403,15681,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,286095,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45790477,15681,586.0,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,127226,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45801491,14454,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,127500,4.0,Automatic,Front,04-May,Left wheel,White,4
45809989,17844,503.0,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,112000,4.0,Automatic,Front,04-May,Left wheel,Red,4
45802099,22580,777.0,TOYOTA,Camry SE,2014,Sedan,Yes,Petrol,2.5,29800,4.0,Automatic,Front,04-May,Left wheel,White,6
45726660,25889,707.0,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2.0,85000,4.0,Automatic,Front,04-May,Left wheel,Grey,4
44781284,30420,765.0,FORD,Transit Custom,2015,Microbus,No,Diesel,2.0,120000,4.0,Manual,Front,04-May,Left wheel,White,2
45801489,22894,880.0,HYUNDAI,Elantra,2018,Sedan,Yes,Diesel,1.6,20753,4.0,Automatic,Front,04-May,Left wheel,Black,4
45732559,28830,707.0,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.0,104958,4.0,Automatic,Front,04-May,Left wheel,Black,4
45688790,14113,761.0,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,312000,4.0,Variator,Front,04-May,Left wheel,Black,8
45714618,43278,781.0,FORD,Mustang,2016,Coupe,No,Petrol,2.3,111000,4.0,Manual,Rear,02-Mar,Left wheel,Red,6
45729789,27654,629.0,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,11261,4.0,Automatic,Front,04-May,Left wheel,White,4
45745054,18503,777.0,SUBARU,Forester,2014,Jeep,No,Petrol,2.5,140000,4.0,Automatic,4x4,04-May,Left wheel,Black,12
45803003,33908,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,175126,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45765934,627,934.0,MAZDA,1000,2015,Sedan,Yes,Petrol,2.5,113102,4.0,Automatic,4x4,04-May,Left wheel,Red,12
45782041,3450,781.0,MERCEDES-BENZ,Vito,2000,Minivan,No,Petrol,2.3,70300,4.0,Manual,Front,04-May,Right-hand drive,Silver,8
45732995,22273,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,136500,4.0,Automatic,Front,04-May,Left wheel,Black,4
45803000,36068,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,151000,4.0,Automatic,Front,04-May,Left wheel,Black,4
45795977,23521,781.0,JEEP,Compass,2011,Jeep,No,LPG,2.4,104000,4.0,Automatic,4x4,04-May,Left wheel,Grey,10
45795841,16308,878.0,TOYOTA,Prius,2009,Sedan,Yes,Petrol,1.8,193000,4.0,Automatic,Front,04-May,Left wheel,White,16
45755504,862,784.0,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,0,4.0,Automatic,Front,04-May,Left wheel,White,12
45802226,10036,781.0,TOYOTA,Vitz,2006,Hatchback,No,Petrol,1.3,151000,4.0,Variator,Front,04-May,Right-hand drive,Silver,0
45802764,30367,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,45300,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45809389,12027,502.0,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,113000,4.0,Automatic,Front,04-May,Left wheel,White,4
45804672,28755,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,141000,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45773735,1176,475.0,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,172315,4.0,Automatic,Front,04-May,Left wheel,Brown,12
45809554,34102,595.0,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,65000,4.0,Automatic,Front,04-May,Left wheel,White,4
45788522,21326,642.0,VOLKSWAGEN,Tiguan,2012,Jeep,Yes,Petrol,2.0,48379,4.0,Tiptronic,4x4,04-May,Left wheel,Purple,14
45758190,7840,528.0,FORD,Fiesta,2014,Sedan,Yes,Petrol,1.6,66888,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45751298,22580,1077.0,HYUNDAI,Tucson,2019,Sedan,Yes,Petrol,2.0,31200,4.0,Automatic,4x4,04-May,Left wheel,Blue,12
45187987,14113,986.0,JEEP,Patriot,2010,Jeep,No,Petrol,2.4,240000,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,8
45776893,21012,781.0,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,165000,4.0,Automatic,Front,04-May,Left wheel,Black,12
45793126,4704,790.0,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,50549,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45810022,25669,502.0,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,105000,4.0,Automatic,Front,04-May,Left wheel,Black,4
45729831,7997,642.0,VOLKSWAGEN,Jetta,2012,Sedan,No,Petrol,2.0,66098,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
45772942,5331,781.0,MITSUBISHI,Colt,2003,Hatchback,No,Petrol,1.3,241589,4.0,Variator,Front,04-May,Right-hand drive,Sky blue,5
45725799,14966,836.0,SSANGYONG,Actyon,2010,Sedan,Yes,Diesel,2.0,201935,4.0,Automatic,Front,04-May,Left wheel,White,4
45815007,4077,781.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,200870,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45040932,40456,1017.0,NISSAN,Qashqai SPORT,2017,Jeep,No,Petrol,2.0,17000,4.0,Tiptronic,Front,04-May,Left wheel,White,12
45762376,2901,640.0,KIA,Optima,2013,Sedan,Yes,Petrol,2.0,142661,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45801654,19416,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,143502,4.0,Automatic,Front,04-May,Left wheel,White,4
45812698,1568,781.0,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,95219,4.0,Automatic,Front,04-May,Left wheel,Black,12
45624167,16308,586.0,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,180000,4.0,Variator,Front,04-May,Left wheel,Grey,12
45802213,39559,1091.0,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,94000,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45802982,28391,640.0,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.0,45881,4.0,Automatic,Front,04-May,Left wheel,White,4
45810652,13322,583.0,CHEVROLET,Spark,2018,Hatchback,Yes,Petrol,1.0,62499,4.0,Automatic,Front,04-May,Left wheel,White,4
45766602,314,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Diesel,2.0,26802,4.0,Automatic,Rear,04-May,Left wheel,Black,12
45814613,7527,640.0,FORD,Focus,2013,Hatchback,No,Petrol,2.0,179200,4.0,Automatic,Front,04-May,Left wheel,Silver,6
45656559,392,761.0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,267165,4.0,Automatic,Front,04-May,Left wheel,White,12
45642392,5018,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549,4.0,Automatic,Front,04-May,Left wheel,Black,12
45789121,20698,530.0,FORD,Fusion 1.6,2013,Sedan,Yes,Petrol,1.6,249600,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
45816506,43905,1091.0,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,67000,4.0,Tiptronic,4x4,04-May,Left wheel,White,8
45812337,251,749.0,CHEVROLET,Captiva,2014,Jeep,Yes,Petrol,2.4,195987,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45813639,549,986.0,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,180234,4.0,Automatic,Front,04-May,Left wheel,White,0
45797639,20005,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,147718,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45797193,16954,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2.0,170340,4.0,Automatic,Front,04-May,Left wheel,Black,4
45759661,314,639.0,SUBARU,Forester,2014,Jeep,Yes,Petrol,2.0,110098,4.0,Automatic,4x4,04-May,Left wheel,White,0
45759516,627,586.0,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,142394,4.0,Automatic,Front,04-May,Left wheel,White,0
45604020,15053,781.0,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,142735,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
45800064,18817,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,0,4.0,Automatic,Rear,04-May,Left wheel,Silver,8
45650000,3607,781.0,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518,4.0,Automatic,Front,04-May,Left wheel,White,12
45731426,35902,777.0,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,117917,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45590479,13799,707.0,HONDA,Elysion,2011,Minivan,Yes,Petrol,2.0,153000,4.0,Automatic,Front,04-May,Left wheel,Grey,8
45800752,6586,928.0,CHEVROLET,Kalos,2007,Hatchback,No,Petrol,1.4,126000,4.0,Manual,Front,02-Mar,Left wheel,Blue,4
45676678,23521,781.0,SKODA,Octavia,2011,Universal,No,Petrol,1.8,180000,4.0,Manual,4x4,04-May,Left wheel,Silver,10
45430588,11290,781.0,SUZUKI,SX4,2008,Jeep,No,Petrol,2.0,123000,4.0,Automatic,4x4,04-May,Left wheel,Black,6
45792218,27755,764.0,KIA,Optima,2016,Sedan,Yes,Diesel,1.7,31965,4.0,Automatic,Front,04-May,Left wheel,White,4
45647848,251,607.0,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552,4.0,Automatic,Front,04-May,Left wheel,Black,12
45803695,15063,707.0,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2.0,58401,4.0,Automatic,Front,04-May,Left wheel,White,4
45549289,9408,1039.0,FIAT,Panda,2005,Jeep,No,Petrol,1.2,28000,4.0,Manual,4x4,04-May,Left wheel,Sky blue,6
45801569,7997,781.0,VOLKSWAGEN,Passat B5,2003,Sedan,Yes,Petrol,1.8,139000,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
45804845,40092,639.0,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2.0,68725,4.0,Automatic,Front,04-May,Left wheel,Red,4
45654365,188,831.0,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,108826,4.0,Automatic,Front,04-May,Left wheel,Black,0
45730323,22947,707.0,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.0,130559,4.0,Automatic,Front,04-May,Left wheel,White,4
45795525,17249,781.0,TOYOTA,Aqua,2013,Sedan,Yes,Hybrid,1.5,78300,4.0,Automatic,Front,04-May,Right-hand drive,White,4
44868288,50,781.0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,120000,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45766219,16935,583.0,NISSAN,Juke,2011,Jeep,Yes,Petrol,1.6,124800,4.0,Automatic,Front,04-May,Left wheel,Black,0
45759429,251,753.0,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259184,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45732963,15681,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,295509,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45812802,10976,781.0,KIA,Picanto,2008,Hatchback,No,Petrol,1.1,91000,4.0,Manual,Front,04-May,Left wheel,Black,4
45732161,38838,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,170133,4.0,Automatic,Front,04-May,Left wheel,Black,4
45777598,15053,642.0,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2.0,67017,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45815402,7840,781.0,OPEL,Astra BERTONE,2001,Coupe,Yes,Petrol,2.2,127000,4.0,Manual,Front,02-Mar,Left wheel,Black,6
45804846,37125,765.0,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2.0,111589,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45547904,19130,531.0,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,95000,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,12
45805934,17876,781.0,TOYOTA,Prius,2010,Sedan,No,Petrol,1.8,200000,4.0,Automatic,Front,04-May,Left wheel,Silver,8
45732810,15850,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,155573,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45812964,251,584.0,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,40963,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45809406,28015,595.0,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,122637,4.0,Automatic,Front,04-May,Left wheel,Black,4
45496305,7683,781.0,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,180000,4.0,Automatic,Front,04-May,Right-hand drive,Blue,4
45730349,15718,1099.0,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,246600,4.0,Automatic,Front,04-May,Left wheel,Black,4
45732704,15681,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,317106,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45795054,7840,781.0,BMW,318,2000,Sedan,Yes,Petrol,2.0,0,4.0,Manual,Rear,04-May,Left wheel,Grey,4
45730291,32035,707.0,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.0,53323,4.0,Automatic,Front,04-May,Left wheel,Black,4
45741131,11300,988.0,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,150000,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,12
45791267,10000,781.0,MERCEDES-BENZ,Vito,2006,Minivan,No,Diesel,2.2,1000,4.0,Manual,Rear,04-May,Left wheel,Blue,4
45797162,23834,585.0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,168341,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45793543,7213,503.0,TOYOTA,Prius C,2012,Sedan,No,Hybrid,1.5,148233,4.0,Variator,Front,04-May,Left wheel,White,12
45764368,16308,769.0,FORD,Transit,2011,Microbus,No,Diesel,2.2,167000,4.0,Manual,Front,04-May,Left wheel,White,2
45730036,25889,528.0,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,102000,4.0,Automatic,Front,04-May,Left wheel,White,4
45797342,27755,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2.0,108981,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
45185318,14426,584.0,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8,67000,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
45809062,23129,831.0,CHEVROLET,Captiva,2011,Jeep,Yes,Petrol,2.4,81344,4.0,Automatic,Front,04-May,Left wheel,White,4
45779722,23521,777.0,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,118400,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8
45523575,549,1079.0,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2.0,46733,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45757369,941,645.0,HONDA,Civic,2011,Sedan,Yes,Petrol,1.8,177250,4.0,Automatic,Front,04-May,Left wheel,Black,12
45815768,6586,781.0,MAZDA,Demio 12,2004,Sedan,No,Petrol,1.3,134499,4.0,Automatic,Front,04-May,Left wheel,Black,4
45434300,21639,934.0,TOYOTA,Camry,2015,Sedan,No,Petrol,2.5,178000,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
45803754,30351,639.0,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2.0,134750,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45733539,37984,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.0,90621,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45809096,5865,966.0,DAEWOO,Lacetti,2009,Sedan,Yes,Diesel,2.0,39031,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45757584,2430,1091.0,NISSAN,Altima,2016,Sedan,Yes,Petrol,2.5,142469,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45797402,11917,531.0,HYUNDAI,I30,2012,Hatchback,Yes,Diesel,1.6,78807,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45752386,22580,781.0,MITSUBISHI,Outlander,2012,Jeep,No,Petrol,2.0,106000,4.0,Tiptronic,Front,04-May,Left wheel,Blue,8
45779138,17562,862.0,NISSAN,Rogue,2011,Jeep,Yes,Petrol,2.5,155000,4.0,Automatic,Front,04-May,Left wheel,Red,16
45777011,15681,585.0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,131638,4.0,Automatic,Front,04-May,Left wheel,Golden,0
44309251,13172,781.0,MERCEDES-BENZ,B 200 Turbo,2006,Hatchback,Yes,Petrol,2.0,161000,4.0,Variator,Front,04-May,Left wheel,Silver,8
45808546,5645,749.0,HONDA,400X,2014,Jeep,Yes,Petrol,2.4,117536,4.0,Automatic,Front,04-May,Left wheel,White,12
45773298,16308,562.0,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4,104000,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10
45800570,7527,781.0,NISSAN,Tiida,2005,Hatchback,Yes,Petrol,1.5,130000,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
43334113,45473,781.0,TOYOTA,Hilux,2017,Pickup,No,Petrol,2.4,80000,4.0,Manual,4x4,04-May,Left wheel,White,12
45651187,12858,765.0,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2.0,159928,4.0,Automatic,Front,04-May,Left wheel,Black,0
45815962,9408,781.0,TOYOTA,ISIS,2005,Minivan,No,Petrol,2.0,198555,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,4
45809840,11450,501.0,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,133000,4.0,Automatic,Front,04-May,Left wheel,White,4
